DATE,SP500,NASDAQ.AAL,NASDAQ.AAPL,NASDAQ.ADBE,NASDAQ.ADI,NASDAQ.ADP,NASDAQ.ADSK,NASDAQ.AKAM,NASDAQ.ALXN,NASDAQ.AMAT,NASDAQ.AMD,NASDAQ.AMGN,NASDAQ.AMZN,NASDAQ.ATVI,NASDAQ.AVGO,NASDAQ.BBBY,NASDAQ.BIIB,NASDAQ.CA,NASDAQ.CBOE,NASDAQ.CELG,NASDAQ.CERN,NASDAQ.CHRW,NASDAQ.CHTR,NASDAQ.CINF,NASDAQ.CMCSA,NASDAQ.CME,NASDAQ.COST,NASDAQ.CSCO,NASDAQ.CSX,NASDAQ.CTAS,NASDAQ.CTSH,NASDAQ.CTXS,NASDAQ.DISCA,NASDAQ.DISCK,NASDAQ.DISH,NASDAQ.DLTR,NASDAQ.EA,NASDAQ.EBAY,NASDAQ.EQIX,NASDAQ.ESRX,NASDAQ.ETFC,NASDAQ.EXPD,NASDAQ.EXPE,NASDAQ.FAST,NASDAQ.FB,NASDAQ.FFIV,NASDAQ.FISV,NASDAQ.FITB,NASDAQ.FLIR,NASDAQ.FOX,NASDAQ.FOXA,NASDAQ.GILD,NASDAQ.GOOG,NASDAQ.GOOGL,NASDAQ.GRMN,NASDAQ.GT,NASDAQ.HAS,NASDAQ.HBAN,NASDAQ.HOLX,NASDAQ.HSIC,NASDAQ.IDXX,NASDAQ.ILMN,NASDAQ.INCY,NASDAQ.INFO,NASDAQ.INTC,NASDAQ.INTU,NASDAQ.ISRG,NASDAQ.JBHT,NASDAQ.KHC,NASDAQ.KLAC,NASDAQ.LKQ,NASDAQ.LRCX,NASDAQ.MAR,NASDAQ.MAT,NASDAQ.MCHP,NASDAQ.MDLZ,NASDAQ.MNST,NASDAQ.MSFT,NASDAQ.MU,NASDAQ.MYL,NASDAQ.NAVI,NASDAQ.NDAQ,NASDAQ.NFLX,NASDAQ.NTAP,NASDAQ.NTRS,NASDAQ.NVDA,NASDAQ.NWS,NASDAQ.NWSA,NASDAQ.ORLY,NASDAQ.PAYX,NASDAQ.PBCT,NASDAQ.PCAR,NASDAQ.PCLN,NASDAQ.PDCO,NASDAQ.PYPL,NASDAQ.QCOM,NASDAQ.QRVO,NASDAQ.REGN,NASDAQ.ROST,NASDAQ.SBUX,NASDAQ.SNI,NASDAQ.SNPS,NASDAQ.SPLS,NASDAQ.SRCL,NASDAQ.STX,NASDAQ.SWKS,NASDAQ.SYMC,NASDAQ.TRIP,NASDAQ.TROW,NASDAQ.TSCO,NASDAQ.TXN,NASDAQ.ULTA,NASDAQ.VIAB,NASDAQ.VRSK,NASDAQ.VRSN,NASDAQ.VRTX,NASDAQ.WBA,NASDAQ.WDC,NASDAQ.WFM,NASDAQ.WLTW,NASDAQ.WYNN,NASDAQ.XLNX,NASDAQ.XRAY,NASDAQ.ZION,NYSE.A,NYSE.AAP,NYSE.ABBV,NYSE.ABC,NYSE.ABT,NYSE.ACN,NYSE.ADM,NYSE.ADS,NYSE.AEE,NYSE.AEP,NYSE.AES,NYSE.AET,NYSE.AFL,NYSE.AGN,NYSE.AIG,NYSE.AIV,NYSE.AIZ,NYSE.AJG,NYSE.ALB,NYSE.ALK,NYSE.ALL,NYSE.ALLE,NYSE.AME,NYSE.AMG,NYSE.AMP,NYSE.AMT,NYSE.AN,NYSE.ANTM,NYSE.AON,NYSE.APA,NYSE.APC,NYSE.APD,NYSE.APH,NYSE.ARE,NYSE.ARNC,NYSE.AVB,NYSE.AVY,NYSE.AWK,NYSE.AXP,NYSE.AYI,NYSE.AZO,NYSE.BA,NYSE.BAC,NYSE.BAX,NYSE.BBT,NYSE.BBY,NYSE.BCR,NYSE.BDX,NYSE.BEN,NYSE.BF.B,NYSE.BHI,NYSE.BK,NYSE.BLK,NYSE.BLL,NYSE.BMY,NYSE.BRK.B,NYSE.BSX,NYSE.BWA,NYSE.BXP,NYSE.C,NYSE.CAG,NYSE.CAH,NYSE.CAT,NYSE.CB,NYSE.CBG,NYSE.CBS,NYSE.CCI,NYSE.CCL,NYSE.CF,NYSE.CFG,NYSE.CHD,NYSE.CHK,NYSE.CI,NYSE.CL,NYSE.CLX,NYSE.CMA,NYSE.CMG,NYSE.CMI,NYSE.CMS,NYSE.CNC,NYSE.CNP,NYSE.COF,NYSE.COG,NYSE.COH,NYSE.COL,NYSE.COO,NYSE.COP,NYSE.COTY,NYSE.CPB,NYSE.CRM,NYSE.CSRA,NYSE.CTL,NYSE.CVS,NYSE.CVX,NYSE.CXO,NYSE.D,NYSE.DAL,NYSE.DD,NYSE.DE,NYSE.DFS,NYSE.DG,NYSE.DGX,NYSE.DHI,NYSE.DHR,NYSE.DIS,NYSE.DLPH,NYSE.DLR,NYSE.DOV,NYSE.DOW,NYSE.DPS,NYSE.DRI,NYSE.DTE,NYSE.DUK,NYSE.DVA,NYSE.DVN,NYSE.DXC,NYSE.ECL,NYSE.ED,NYSE.EFX,NYSE.EIX,NYSE.EL,NYSE.EMN,NYSE.EMR,NYSE.EOG,NYSE.EQR,NYSE.EQT,NYSE.ES,NYSE.ESS,NYSE.ETN,NYSE.ETR,NYSE.EVHC,NYSE.EW,NYSE.EXC,NYSE.EXR,NYSE.F,NYSE.FBHS,NYSE.FCX,NYSE.FDX,NYSE.FE,NYSE.FIS,NYSE.FL,NYSE.FLR,NYSE.FLS,NYSE.FMC,NYSE.FRT,NYSE.FTI,NYSE.FTV,NYSE.GD,NYSE.GE,NYSE.GGP,NYSE.GIS,NYSE.GLW,NYSE.GM,NYSE.GPC,NYSE.GPN,NYSE.GPS,NYSE.GS,NYSE.GWW,NYSE.HAL,NYSE.HBI,NYSE.HCA,NYSE.HCN,NYSE.HCP,NYSE.HD,NYSE.HES,NYSE.HIG,NYSE.HOG,NYSE.HON,NYSE.HP,NYSE.HPE,NYSE.HPQ,NYSE.HRB,NYSE.HRL,NYSE.HRS,NYSE.HST,NYSE.HSY,NYSE.HUM,NYSE.IBM,NYSE.ICE,NYSE.IFF,NYSE.IP,NYSE.IPG,NYSE.IR,NYSE.IRM,NYSE.IT,NYSE.ITW,NYSE.IVZ,NYSE.JCI,NYSE.JEC,NYSE.JNJ,NYSE.JNPR,NYSE.JPM,NYSE.JWN,NYSE.K,NYSE.KEY,NYSE.KIM,NYSE.KMB,NYSE.KMI,NYSE.KMX,NYSE.KO,NYSE.KORS,NYSE.KR,NYSE.KSS,NYSE.KSU,NYSE.L,NYSE.LB,NYSE.LEG,NYSE.LEN,NYSE.LH,NYSE.LLL,NYSE.LLY,NYSE.LMT,NYSE.LNC,NYSE.LNT,NYSE.LOW,NYSE.LUK,NYSE.LUV,NYSE.LVLT,NYSE.LYB,NYSE.M,NYSE.MA,NYSE.MAA,NYSE.MAC,NYSE.MAS,NYSE.MCD,NYSE.MCK,NYSE.MCO,NYSE.MDT,NYSE.MET,NYSE.MHK,NYSE.MKC,NYSE.MLM,NYSE.MMC,NYSE.MMM,NYSE.MNK,NYSE.MO,NYSE.MON,NYSE.MOS,NYSE.MPC,NYSE.MRK,NYSE.MRO,NYSE.MS,NYSE.MSI,NYSE.MTB,NYSE.MUR,NYSE.NBL,NYSE.NEE,NYSE.NEM,NYSE.NFX,NYSE.NI,NYSE.NKE,NYSE.NLSN,NYSE.NOC,NYSE.NOV,NYSE.NRG,NYSE.NSC,NYSE.NUE,NYSE.NWL,NYSE.O,NYSE.OKE,NYSE.OMC,NYSE.ORCL,NYSE.OXY,NYSE.PCG,NYSE.PEG,NYSE.PEP,NYSE.PFE,NYSE.PFG,NYSE.PG,NYSE.PGR,NYSE.PH,NYSE.PHM,NYSE.PKI,NYSE.PLD,NYSE.PM,NYSE.PNC,NYSE.PNR,NYSE.PNW,NYSE.PPG,NYSE.PPL,NYSE.PRGO,NYSE.PRU,NYSE.PSA,NYSE.PSX,NYSE.PVH,NYSE.PWR,NYSE.PX,NYSE.PXD,NYSE.RAI,NYSE.RCL,NYSE.REG,NYSE.RF,NYSE.RHI,NYSE.RHT,NYSE.RIG,NYSE.RJF,NYSE.RL,NYSE.ROK,NYSE.ROP,NYSE.RRC,NYSE.RSG,NYSE.RTN,NYSE.SCG,NYSE.SCHW,NYSE.SEE,NYSE.SHW,NYSE.SIG,NYSE.SJM,NYSE.SLB,NYSE.SLG,NYSE.SNA,NYSE.SO,NYSE.SPG,NYSE.SPGI,NYSE.SRE,NYSE.STI,NYSE.STT,NYSE.STZ,NYSE.SWK,NYSE.SYF,NYSE.SYK,NYSE.SYY,NYSE.T,NYSE.TAP,NYSE.TDG,NYSE.TEL,NYSE.TGT,NYSE.TIF,NYSE.TJX,NYSE.TMK,NYSE.TMO,NYSE.TRV,NYSE.TSN,NYSE.TSO,NYSE.TSS,NYSE.TWX,NYSE.TXT,NYSE.UA,NYSE.UAA,NYSE.UAL,NYSE.UDR,NYSE.UHS,NYSE.UNH,NYSE.UNM,NYSE.UNP,NYSE.UPS,NYSE.URI,NYSE.USB,NYSE.UTX,NYSE.V,NYSE.VAR,NYSE.VFC,NYSE.VLO,NYSE.VMC,NYSE.VNO,NYSE.VTR,NYSE.VZ,NYSE.WAT,NYSE.WEC,NYSE.WFC,NYSE.WHR,NYSE.WM,NYSE.WMB,NYSE.WMT,NYSE.WRK,NYSE.WU,NYSE.WY,NYSE.WYN,NYSE.XEC,NYSE.XEL,NYSE.XL,NYSE.XOM,NYSE.XRX,NYSE.XYL,NYSE.YUM,NYSE.ZBH,NYSE.ZTS
1491226200,2363.6101,42.33,143.68,129.63,82.04,102.23,85.22,59.76,121.52,38.99,14.61,164.63,888.55,49.85,219.11,39.43,274.08,31.78,81.03,124.89,58.82,77.725,330.73,72.43,37.47,119.385,167.74,33.74,46.645,126.86,59.72,83.54,29.02,28.37,63.49,78.46,89.9,33.3975,400.94,66.04,34.86,56.17,126.34,51.45,141.94,142.73,115.5,25.54,36.31,31.9,32.48,67.9,829.41,847.83,51.19,36.07,99.92,13.52,42.57,170.22,155.07,171,134.93,46.79,36.15,116.05,766.47,91.95,90.81,95.34,29.35,128.53,94.225,25.65,73.94,43.14,46.275,65.81,28.96,38.64,14.83,69.28,146.75,41.87,87.41,108.98,13.55,12.96,266,58.75,18.1,67.31,1776.26,45.25,43.2,57.25,68.56,388,66.05,58.265,78.45,72.41,8.76,82.89,45.5,98.15,30.69,43.26,68.25,68.97,80.87,285.51,46.62,81.06,87.49,109.01,83.34,82.72,29.7,130.11,117.68,57.93,62.35,42,53.03,148.4,65.37,88.35,44.51,117.94,46.14,249.015,54.41,66.55,11.0966,127.66,72.78,238.72,62.43,44.29,95.82,56.51,105.95,92.56,81.52,75.88,54.18,164.98,129.97,121.54,42.33,165.925,118.89,51.61,62.05,136.06,71.07,110.15,26.5,184,80.61,77.235,79.17,207.65,720.5,177.35,23.73,51.591,44.89,49.05,249,184,42.24,46.23,59.8,47.23,385.2,74.25,54.65,166.76,24.86,41.95,132.805,60.06,40.41,81.89,92.5,136.3,34.9,69.35,94.85,59.01,29.44,34.64,49.99,6.01,146.7,73.17,135.13,68.74,449.35,151.41,44.76,71.35,27.51,86.88,23.95,41.32,97.61,199.78,49.9,18.22,57.27,82.735,29.14,23.54,78.38,107.22,128.27,77.26,46,80.44,108.54,68.48,69.84,97.85,33.39,85.66,113.5,80.8,106.47,81.13,63.62,97.84,83.41,101.97,81.9,68.06,41.68,75.95,126,77.76,136.73,78.855,84.77,80.86,59.8,97.5,62.28,61.13,58.27,231.63,74.56,75.8,61.38,93.98,35.93,74.91,11.6,60.89,13.5,196.59,31.74,79.87,74.77,52.73,48.64,70.95,133.5,32.79,60.05,187.9,29.765,23.23,59.05,27.15,35.38,92.43,80.86,24.04,229.72,233.69,49.46,20.82,88.7,70.82,31.39,146.8,48.39,48.08,61.07,124.73,67.27,17.98,17.8993,23.3,34.61,111.53,18.65,108.96,207.14,173.56,60.08,132.74,50.91,24.51,81.55,35.55,110.15,132.97,30.61,42.12,55.39,124.68,27.9,88.05,46.57,72.68,17.84,21.82,131.67,21.74,58.32,42.58,38.04,29.47,39.84,85.81,46.78,47.1,50.6,51.3,142.75,164.81,84.13,267.73,65.41,39.63,83.14,26.08,53.72,57.205,91.49,29.6,112.34,101.7,64.42,34.03,129.49,148.08,112.605,80.87,53.01,229.92,98.2,218.2,74.03,192.08,44.6,71.5,113.27,29.27,50.78,63.42,15.81,42.8,86.22,155.27,28.7,34.25,127.34,33.04,36.88,23.74,55.75,41.34,238.455,40.18,18.58,112.23,60.15,47.26,59.38,55.55,86.27,44.68,63.41,66.33,44.31,111.9,34.11,63.33,89.86,39.21,160,23.65,58.03,51.8,112.91,120.93,62.99,83.38,105.5,37.38,65.98,106.88,219,79.17,103.48,37.28,119.245,186.04,63,98.32,66.66,14.61,48.83,86.56,12.535,76.29,81.98,155.42,207.13,29.07,62.89,152.2,65.35,40.89,43.65,309.9,69.08,131.15,78.266,106.57,168.46,49.67,172.46,131.27,110.48,55.6,79.67,162.07,133.12,34.46,131.65,52.06,41.58,95.82,219.44,74.65,55.22,95.41,79,77.15,153.98,120.57,62,81.33,53.48,97.93,47.56,18.61,19.8901,70.69,36.26,124.66,164.62,47.04,106.27,107.65,124.5901,51.62,112.36,89.35,91.13,55.21,66.59,120.13,100.35,65.07,48.73,156.39,60.46,55.7,171.83,73.08,29.62,72.1,52.16,20.34,34,84.37,119.035,44.4,39.88,82.03,7.36,50.22,63.86,122,53.35
1491226260,2364.1001,42.36,143.7,130.32,82.08,102.14,85.65,59.84,121.48,39.01,14.71,164.68,887.1173,49.94,219.98,39.68,273.99,31.78,81.21,124.99,58.495,77.94,330.73,72.04,37.54,118.81,167.776,33.88,46.61,126.86,59.83,83.94,29.14,28.4,63.46,78.62,89.73,33.395,400.4,66,34.85,56.37,126.39,51.655,141.8625,142.57,115.33,25.51,36.22,31.79,32.4289,67.83,833.1,852.17,51.19,36.02,99.81,13.48,42.62,170.815,155.4837,171.295,135.61,46.79,36.26,115.79,766.54,91.95,90.94,95.07,29.36,128.65,94.32,25.7,74.179,43.18,46.29,65.775,28.8721,38.68,14.89,69.52,147.4008,41.93,86.71,109.21,13.5,13.15,263.775,58.82,18.05,67.29,1779.4606,45.25,43.17,57.2936,68.9199,390.16,66.04,58.42,79.15,72.4359,8.76,83.145,45.475,98.42,30.74,43.375,68.45,68.88,81.12,285.98,46.39,80.98,87.15,109.01,83.42,82.695,29.63,131.03,118.55,58.1,62.37,42.1,53.03,149.17,65.37,88.49,44.51,117.95,46.14,249.015,54.41,66.55,11.0966,127.66,72.78,238.72,62.44,44.29,95.81,56.51,105.95,92.56,81.5706,75.985,54.2999,164.98,129.88,121.54,42.33,165.925,118.89,51.61,62.05,136.06,71.07,110.5,26.5,184,80.61,77.235,79.17,207.65,719.46,177.35,23.73,51.591,44.89,49.05,248.34,184.4,42.35,46.25,59.8,47.37,385.2,74.25,54.65,167,24.93,41.875,132.805,60.06,40.33,81.89,92.73,136.3,34.9,69.6927,94.85,58.8,29.44,34.85,49.94,6.02,146.92,73.215,135.0892,68.6501,449.93,151.59,44.43,71.615,27.31,86.88,23.91,41.36,97.56,200.86,49.86,18.23,57.41,82.735,29.14,23.54,78.18,107.27,128.27,76.45,45.99,80.4,108.985,68.535,69.74,98.005,33.42,85.815,113.5,80.8,106.4,81.22,63.62,97.84,83.6,101.14,81.32,68.06,41.68,75.95,126.1776,77.2,136.73,78.855,84.89,80.9986,59.865,97.52,62.28,60.995,58.27,231.45,74.56,75.29,61.44,93.9699,35.75,75.39,11.6,60.9,13.51,196.59,31.5,80.31,74.88,52.54,48.6899,70.89,133.76,32.77,60.48,187.9,29.8128,23.23,59.0242,27.15,34.92,92.2821,80.9,24.04,229.94,233.69,49.63,20.82,88.7,70.84,31.28,146.96,48.38,47.83,61.44,124.73,67.215,17.98,17.8993,23.3,34.6,111.53,18.66,108.83,207.14,173.56,60.08,132.775,50.92,24.51,81.76,35.5955,110.15,132.98,30.68,42.14,55.63,124.63,27.9,88.05,46.52,72.68,17.84,21.91,132.06,21.74,58.06,42.49,38.15,29.37,39.84,85.81,46.78,47.135,50.6,51.3,143.16,165.29,84.13,267.6,65.57,39.37,82.855,26.03,53.71,57.2,91.45,29.69,112.59,101.9199,64.42,34.19,129.41,148.22,112.605,80.67,53.01,229.92,98.0507,218.26,73.87,192.08,44.66,70.7928,113.47,29.27,50.79,63.41,15.87,42.92,86.22,155.69,28.7,34.25,127.34,33.04,36.78,23.61,55.72,41.34,238.455,40.19,18.68,112.27,60.19,47.26,59.38,55.68,86.66,44.824,63.41,65.8,43.98,111.73,34.14,63.32,89.85,39.21,160.86,23.66,58.325,51.85,112.91,120.93,63.05,82.725,105.12,37.075,66.19,106.9359,218.46,79.17,103.94,37.27,119.245,185.93,62.96,98.03,66.66,14.61,48.67,87.16,12.535,76.29,81.67,155.99,207.1,29.045,62.86,152.2,64.99,40.9,43.67,311.5,69.1,130.755,78.266,106.57,168.46,49.43,172.46,131.27,109.58,55.6,79.78,162.08,133.37,34.41,131.565,51.865,41.58,95.9,219.44,74.65,55.19,95.42,79,77.3699,153.98,120.57,61.955,81.01,53.71,97.89,47.52,18.51,19.8901,70.77,36.26,124.82,164.39,47.04,106.27,107.65,124.5901,51.58,112.36,89.35,91.21,55.12,66.355,120.13,100.03,65.04,48.752,157.19,59.93,55.81,171.54,72.95,29.64,72.18,52.245,20.32,34.07,84.37,119.035,44.11,39.88,82.03,7.38,50.22,63.74,121.77,53.35
